,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
1269,Keifer Sykes,1,2022,2022,1993-12-30,Chicago,Illinois,,,,,
1270,Jay Taylor,1,1990,1990,1967-10-03,Aurora,Illinois,Eastern Illinois University,,,,
1271,Mike Taylor,1,2009,2009,1986-01-21,Chicago,Illinois,Iowa State University,55th overall,2nd round,Portland Trail Blazers,2008
1272,Brodric Thomas,2,2021,2022,1997-01-28,Bolingbrook,Illinois,,,,,
1273,Isiah Thomas,13,1982,1994,1961-04-30,Chicago,Illinois,Indiana University,2nd overall,1st round,Detroit Pistons,1981
1274,Matt Thomas,3,2020,2022,1994-08-04,Decatur,Illinois,,,,,
1275,Skip Thoren,3,1968,1970,1943-04-05,Rockford,Illinois,University of Illinois at Urbana-Champaign,30th overall,4th round,Baltimore Bullets,1965
1276,Mike Todorovich,2,1950,1951,1923-06-11,Zeigler,Illinois,University of Wyoming,,,,
1277,Andy Toolson,2,1991,1996,1966-01-19,Chicago,Illinois,Brigham Young University,,,,
1278,Dick Triptow,2,1949,1950,1922-11-03,Chicago,Illinois,DePaul University,,,,
1279,Alando Tucker,3,2008,2010,1984-02-11,Lockport,Illinois,University of Wisconsin,29th overall,1st round,Phoenix Suns,2007
1280,Evan Turner,10,2011,2020,1988-10-27,Chicago,Illinois,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010
1281,Kelvin Upshaw,3,1989,1991,1963-01-24,Chicago,Illinois,University of Utah,,,,
1282,Darnell Valentine,9,1982,1991,1959-02-03,Chicago,Illinois,University of Kansas,16th overall,1st round,Portland Trail Blazers,1981
1283,Gene Vance,5,1948,1952,1923-02-25,Peru,Illinois,University of Illinois at Urbana-Champaign,,1947 BAA Draf,Chicago Stags,
1284,Fred VanVleet,6,2017,2022,1994-02-25,Rockford,Illinois,Wichita State University,,,,
1285,Dwyane Wade,16,2004,2019,1982-01-17,Chicago,Illinois,Marquette University,5th overall,1st round,Miami Heat,2003
1286,Andre Wakefield,2,1979,1980,1955-01-11,Chicago,Illinois,Loyola University of Chicago,107th overall,5th round,Phoenix Suns,1978
1287,Antoine Walker,12,1997,2008,1976-08-12,Chicago,Illinois,University of Kentucky,6th overall,1st round,Boston Celtics,1996
1288,Darrell Walker,10,1984,1993,1961-03-09,Chicago,Illinois,University of Arkansas,12th overall,1st round,New York Knicks,1983
1289,Lloyd Walton,5,1977,1981,1953-11-23,Chicago,Illinois,Marquette University,40th overall,3rd round,Milwaukee Bucks,1976
1290,Jerome Whitehead,11,1979,1989,1956-09-30,Waukegan,Illinois,Marquette University,41st overall,2nd round,San Diego Clippers,1978
1291,Donald Whiteside,2,1997,1998,1969-04-25,Chicago,Illinois,Northern Illinois University,,,,
1292,Jeff Wilkins,6,1981,1986,1955-03-09,Chicago,Illinois,Illinois State University,37th overall,2nd round,San Antonio Spurs,1977
1293,Aaron Williams,14,1994,2008,1971-10-02,Evanston,Illinois,Xavier University,,,,
1294,Frank Williams,3,2003,2005,1980-02-25,Peoria,Illinois,University of Illinois at Urbana-Champaign,25th overall,1st round,Denver Nuggets,2002
1295,Justin Williams,2,2007,2008,1984-05-12,Chicago,Illinois,University of Wyoming,,,,
1296,Mike Williams,1,1990,1990,1963-08-14,Chicago,Illinois,"University of Cincinnati, Bradley University",51st overall,3rd round,Golden State Warriors,1986
1297,Voise Winters,1,1986,1986,1962-10-12,Chicago,Illinois,Bradley University,44th overall,2nd round,Philadelphia 76ers,1985
1298,Julian Wright,4,2008,2011,1987-05-20,Chicago,Illinois,University of Kansas,13th overall,1st round,New Orleans/Oklahoma City Hornets,2007
1299,Tom Abernethy,5,1977,1981,1954-05-06,South Bend,Indiana,Indiana University,43rd overall,3rd round,Los Angeles Lakers,1976
1300,Steve Alford,4,1988,1991,1964-11-23,Franklin,Indiana,Indiana University,26th overall,2nd round,Dallas Mavericks,1987
1301,Curly Armstrong,3,1949,1951,1918-11-01,Fort Wayne,Indiana,Indiana University,,,,
1302,Dick Atha,2,1956,1958,1931-09-21,Otterbein,Indiana,Indiana State University,,1953 NBA Draf,New York Knicks,
1303,Chet Aubuchon,1,1947,1947,1916-05-18,Gary,Indiana,Michigan State University,,,,
1304,Desmond Bane,2,2021,2022,1998-06-25,Richmond,Indiana,,,,,
1305,Cliff Barker,3,1950,1952,1921-01-15,Yorktown,Indiana,University of Kentucky,1949 BAA Draft,5th roun,Washington Capitols,
1306,Dick Barnett,14,1960,1974,1936-10-02,Gary,Indiana,Tennessee State University,4th overall,1st round,Syracuse Nationals,1959
1307,Leo Barnhorst,5,1950,1954,1924-05-11,Indianapolis,Indiana,University of Notre Dame,1949 BAA Draft,2nd roun,Indianapolis Olympians,
1308,Kent Benson,11,1978,1988,1954-12-27,New Castle,Indiana,Indiana University,1st overall,1st round,Milwaukee Bucks,1977
1309,Larry Bird,13,1980,1992,1956-12-07,West Baden,Indiana,Indiana State University,6th overall,1st round,Boston Celtics,1978
1310,Ron Bonham,3,1965,1968,1942-05-31,Muncie,Indiana,University of Cincinnati,16th overall,2nd round,Boston Celtics,1964
1311,Vince Boryla,5,1950,1954,1927-03-11,East Chicago,Indiana,University of Denver,,,,
1312,Jim Bradley,3,1974,1976,1952-03-16,East Chicago,Indiana,Northern Illinois University,48th overall,3rd round,Los Angeles Lakers,1974
1313,Junior Bridgeman,12,1976,1987,1953-09-17,East Chicago,Indiana,University of Louisville,8th overall,1st round,Los Angeles Lakers,1975
1314,Roger Burkman,1,1982,1982,1958-05-22,Indianapolis,Indiana,University of Louisville,130th overall,6th round,Chicago Bulls,1981
1315,Don Buse,13,1973,1985,1950-08-10,Huntingburg,Indiana,University of Evansville,34th overall,3rd round,Phoenix Suns,1972
1316,Devin Cannady,2,2021,2022,1996-05-21,Mishawaka,Indiana,,,,,
1317,Calbert Cheaney,13,1994,2006,1971-07-17,Evansville,Indiana,Indiana University,6th overall,1st round,Washington Bullets,1993
1318,Robert Churchwell,1,1996,1996,1972-02-20,South Bend,Indiana,Georgetown University,,,,
1319,Louie Dampier,12,1968,1979,1944-11-20,Indianapolis,Indiana,University of Kentucky,38th overall,4th round,Cincinnati Royals,1967
1320,Jim Davis,8,1968,1975,1941-12-18,Muncie,Indiana,University of Colorado,27th overall,4th round,Detroit Pistons,1964
1321,Branden Dawson,1,2016,2016,1993-02-01,Gary,Indiana,Michigan State University,56th overall,2nd round,New Orleans Pelicans,2015
1322,Larry Demic,3,1980,1982,1957-06-27,Gary,Indiana,University of Arizona,9th overall,1st round,New York Knicks,1979
1323,Clyde Dickey,1,1975,1975,1951-12-14,Fort Wayne,Indiana,Boise State University,112th overall,7th round,Phoenix Suns,1974
1324,Dick Dickey,1,1952,1952,1926-10-26,Grant County,Indiana,North Carolina State University,1950 NBA Draft,3rd roun,Baltimore Bullets,
1325,Terry Dischinger,9,1963,1973,1940-11-21,Terre Haute,Indiana,Purdue University,8th overall,2nd round,Chicago Zephyrs,1962
1326,Bob Donham,4,1951,1954,1926-10-11,Hammond,Indiana,Ohio State University,1950 NBA Draft,3rd roun,Boston Celtics,
1327,Steve Downing,2,1974,1975,1950-09-09,Indianapolis,Indiana,Indiana University,17th overall,1st round,Boston Celtics,1973
1328,Bobby Edmonds,2,1968,1970,1941-03-08,Indianapolis,Indiana,Tennessee State University,,,,
1329,Jay Edwards,1,1990,1990,1969-01-03,Muncie,Indiana,Indiana University,33rd overall,2nd round,Los Angeles Clippers,1989
1330,Darrell Elston,2,1975,1977,1952-08-15,Tipton,Indiana,University of North Carolina,43rd overall,3rd round,Atlanta Hawks,1974
1331,Bob Evans,1,1950,1950,1925-05-31,Indianapolis,Indiana,Butler University,1949 BAA Draft,4th roun,Indianapolis Olympians,
1332,Yogi Ferrell,5,2017,2021,1993-05-09,Indianapolis,Indiana,Indiana University,,,,
1333,Bob Ford,1,1973,1973,1950-01-26,Evansville,Indiana,Purdue University,74th overall,5th round,New York Knicks,1972
1334,Tellis Frank,5,1988,1994,1965-04-26,Gary,Indiana,Western Kentucky University,14th overall,1st round,Golden State Warriors,1987
1335,Darius Garland,3,2020,2022,2000-01-26,Gary,Indiana,,,,,
1336,Winston Garland,7,1988,1995,1964-12-19,Gary,Indiana,Missouri State University,40th overall,2nd round,Milwaukee Bucks,1987
1337,Dan Godfread,2,1991,1992,1967-06-14,Fort Wayne,Indiana,University of Evansville,,,,
1338,Eric Gordon,14,2009,2022,1988-12-25,Indianapolis,Indiana,Indiana University,7th overall,1st round,Los Angeles Clippers,2008
1339,Greg Graham,5,1994,1998,1970-11-26,Indianapolis,Indiana,Indiana University,17th overall,1st round,Charlotte Hornets,1993
1340,Jim Grandholm,1,1991,1991,1960-10-04,Elkhart,Indiana,"University of Florida, University of South Florida",76th overall,4th round,Washington Bullets,1984
1341,Kyle Guy,3,2020,2022,1997-08-11,Indianapolis,Indiana,,,,,
1342,Scott Haffner,2,1990,1991,1966-02-02,Terre Haute,Indiana,"University of Illinois at Urbana-Champaign, University of Evansville",45th overall,2nd round,Miami Heat,1989
1343,Dale Hamilton,1,1950,1950,1919-08-16,Fort Wayne,Indiana,Franklin College,,,,
1344,Ralph Hamilton,1,1949,1949,1921-06-10,Fort Wayne,Indiana,Indiana University,,,,
1345,AJ Hammons,1,2017,2017,1992-08-27,Gary,Indiana,Purdue University,46th overall,2nd round,Dallas Mavericks,2016
1346,Jerome Harmon,1,1995,1995,1969-02-06,Gary,Indiana,University of Louisville,,,,
1347,Gary Harris,8,2015,2022,1994-09-14,Fishers,Indiana,Michigan State University,19th overall,1st round,Chicago Bulls,2014
1348,Gordon Hayward,12,2011,2022,1990-03-23,Indianapolis,Indiana,Butler University,9th overall,1st round,Utah Jazz,2010
1349,Reggie Hearn,1,2018,2018,1991-08-14,Fort Wayne,Indiana,Northwestern University,,,,
1350,Alan Henderson,12,1996,2007,1972-12-02,Indianapolis,Indiana,Indiana University,16th overall,1st round,Atlanta Hawks,1995
1351,George Hill,14,2009,2022,1986-05-04,Indianapolis,Indiana,Indiana University-Purdue University Indianapolis,26th overall,1st round,San Antonio Spurs,2008
1352,Ron Horn,3,1962,1968,1938-05-24,Marion,Indiana,Indiana University,16th overall,2nd round,St. Louis Hawks,1961
1353,Robbie Hummel,2,2014,2015,1989-03-08,Valparaiso,Indiana,Purdue University,58th overall,2nd round,Minnesota Timberwolves,2012
1354,Chris Hunter,1,2010,2010,1984-07-07,Gary,Indiana,University of Michigan,,,,
1355,Ervin Inniger,2,1968,1969,1945-01-16,Berne,Indiana,Indiana University,,,,
1356,Demetrius Jackson,3,2017,2019,1994-09-07,South Bend,Indiana,University of Notre Dame,45th overall,2nd round,Boston Celtics,2016
1357,John Janisch,2,1947,1948,1920-03-15,nan,Indiana,Valparaiso University,,,,
1358,Jared Jeffries,11,2003,2013,1981-11-25,Bloomington,Indiana,Indiana University,11th overall,1st round,Washington Wizards,2002
1359,JaJuan Johnson,1,2012,2012,1989-02-08,Indianapolis,Indiana,Purdue University,27th overall,1st round,New Jersey Nets,2011
1360,Ralph Johnson,4,1950,1953,1921-12-06,Huntington,Indiana,Huntington University,,,,
1361,Charles Jordan,1,1976,1976,1954-01-31,Indianapolis,Indiana,Canisius College,,,,
1362,Bill Keller,7,1970,1976,1947-08-30,Indianapolis,Indiana,Purdue University,87th overall,7th round,Milwaukee Bucks,1969
1363,Shawn Kemp,14,1990,2003,1969-11-26,Elkhart,Indiana,Trinity Valley Community College,17th overall,1st round,Seattle SuperSonics,1989
1364,Frank Kendrick,1,1975,1975,1950-09-11,Indianapolis,Indiana,Purdue University,47th overall,3rd round,Golden State Warriors,1974
1365,Jimmy King,2,1996,1997,1973-08-09,South Bend,Indiana,University of Michigan,35th overall,2nd round,Toronto Raptors,1995
1366,Leo Klier,2,1949,1950,1923-05-21,Washington,Indiana,University of Notre Dame,,,,
1367,Milo Komenich,1,1950,1950,1920-06-22,Gary,Indiana,University of Wyoming,,,,
1368,Reggie Lacefield,1,1969,1969,1945-04-10,Gary,Indiana,Western Michigan University,155th overall,12th round,Los Angeles Lakers,1968
1369,Romeo Langford,3,2020,2022,1999-10-25,New Albany,Indiana,,,,,
1370,John Laskowski,2,1976,1977,1953-06-07,South Bend,Indiana,Indiana University,32nd overall,2nd round,Chicago Bulls,1975
1371,Allen Leavell,10,1980,1989,1957-05-27,Muncie,Indiana,Oklahoma City University,104th overall,5th round,Houston Rockets,1979
1372,Courtney Lee,12,2009,2020,1985-10-03,Indianapolis,Indiana,Western Kentucky University,22nd overall,1st round,Orlando Magic,2008
1373,Slick Leonard,7,1957,1963,1932-07-17,Terre Haute,Indiana,Indiana University,10th overall,2nd round,Baltimore Bullets,1954
1374,Goose Ligon,7,1968,1974,1944-02-22,Kokomo,Indiana,,,,,
1375,Bob Lochmueller,1,1953,1953,1927-06-05,Elberfeld,Indiana,University of Louisville,7th overall,1st round,Syracuse Nationals,1952
1376,John Logan,5,1947,1951,1921-01-01,Richmond,Indiana,Indiana University,,,,
1377,Willie Long,3,1972,1974,1950-03-01,Fort Wayne,Indiana,University of New Mexico,35th overall,2nd round,Cleveland Cavaliers,1971
1378,Clyde Lovellette,11,1954,1964,1929-09-07,Petersburg,Indiana,University of Kansas,9th overall,1st round,Minneapolis Lakers,1952
1379,Kyle Macy,7,1981,1987,1957-04-09,Fort Wayne,Indiana,"Purdue University, University of Kentucky",22nd overall,1st round,Phoenix Suns,1979
1380,Dave Magley,1,1983,1983,1959-11-24,South Bend,Indiana,University of Kansas,28th overall,2nd round,Cleveland Cavaliers,1982
1381,Nick Mantis,2,1960,1963,1935-12-07,East Chicago,Indiana,Northwestern University,37th overall,5th round,St. Louis Hawks,1959
1382,Willie McCarter,3,1970,1972,1946-07-26,Gary,Indiana,Drake University,12th overall,1st round,Los Angeles Lakers,1969
1383,Walter McCarty,10,1997,2006,1974-02-01,Evansville,Indiana,University of Kentucky,19th overall,1st round,New York Knicks,1996
1384,Sean McDermott,1,2021,2021,1996-11-03,Anderson,Indiana,,,,,
1385,Mitch McGary,2,2015,2016,1992-06-06,Chesterton,Indiana,University of Michigan,21st overall,1st round,Oklahoma City Thunder,2014
1386,Jon McGlocklin,11,1966,1976,1943-06-10,Franklin,Indiana,Indiana University,24th overall,3rd round,Cincinnati Royals,1965
1387,Carl McNulty,1,1955,1955,1930-02-14,Logansport,Indiana,Purdue University,,1952 NBA Draf,Minneapolis Lakers,
1388,Roy McPipe,1,1975,1975,1950-05-05,Hammond,Indiana,"Montana State University, Billings",136th overall,8th round,Los Angeles Lakers,1973
1389,Josh McRoberts,11,2008,2018,1987-02-28,Indianapolis,Indiana,Duke University,37th overall,2nd round,Portland Trail Blazers,2007
1390,Brad Miller,14,1999,2012,1976-04-12,Fort Wayne,Indiana,Purdue University,,,,
1391,Eric Montross,8,1995,2002,1971-09-23,Indianapolis,Indiana,University of North Carolina,9th overall,1st round,Boston Celtics,1994
1392,E'Twaun Moore,10,2012,2021,1989-02-25,East Chicago,Indiana,Purdue University,55th overall,2nd round,Boston Celtics,2011
1393,Larry Moore,1,1968,1968,1942-07-10,South Bend,Indiana,,,,,
1394,Rick Mount,5,1971,1975,1947-01-05,Lebanon,Indiana,Purdue University,132nd overall,8th round,Los Angeles Lakers,1970
1395,Lee Nailon,6,2001,2006,1975-02-22,South Bend,Indiana,"Butler County Community College, Texas Christian University",43rd overall,2nd round,Charlotte Hornets,1999
1396,Craig Neal,2,1989,1991,1964-02-16,Muncie,Indiana,Georgia Institute of Technology,71st overall,3rd round,Portland Trail Blazers,1988
1397,Bill Newton,2,1973,1974,1950-12-22,Rockville,Indiana,Louisiana State University,,,,
1398,Gene Ollrich,1,1950,1950,1922-06-30,Whiting,Indiana,Drake University,,,,
1399,Bud Olsen,8,1963,1970,1940-07-25,Hobart,Indiana,University of Louisville,13th overall,2nd round,Cincinnati Royals,1962
1400,Andre Owens,2,2006,2008,1980-10-31,Indianapolis,Indiana,"Indiana University, University of Houston",,,,
1401,Wayne Pack,1,1975,1975,1950-07-05,Indianapolis,Indiana,Tennessee Technological University,,,,
1402,Jack Parkinson,1,1950,1950,1924-03-04,Yorktown,Indiana,University of Kentucky,,1948 BAA Draf,Washington Capitols,
1403,Jim Paxson,2,1957,1958,1932-12-19,Pennville,Indiana,University of Dayton,95th overall,11th round,Rochester Royals,1954
1404,Mel Payton,2,1952,1953,1926-07-16,Martinsville,Indiana,Tulane University,18th overall,2nd round,Philadelphia Warriors,1951
1405,Marshall Plumlee,2,2017,2018,1992-07-14,West Lafayette,Indiana,Duke University,,,,
1406,Mason Plumlee,9,2014,2022,1990-03-05,Fort Wayne,Indiana,Duke University,22nd overall,1st round,Brooklyn Nets,2013
1407,Miles Plumlee,7,2013,2019,1988-09-01,Fort Wayne,Indiana,Duke University,26th overall,1st round,Indiana Pacers,2012
1408,Kevin Pritchard,4,1991,1996,1967-07-17,Bloomington,Indiana,University of Kansas,34th overall,2nd round,Golden State Warriors,1990
1409,Wayne Radford,1,1979,1979,1956-05-29,Indianapolis,Indiana,Indiana University,27th overall,2nd round,Indiana Pacers,1978
1410,Ray Ragelis,1,1952,1952,1928-12-10,East Chicago,Indiana,Northwestern University,17th overall,2nd round,Rochester Royals,1951
1411,Kurt Rambis,14,1982,1995,1958-02-25,Terre Haute,Indiana,Santa Clara University,58th overall,3rd round,New York Knicks,1980
1412,Zach Randolph,17,2002,2018,1981-07-16,Marion,Indiana,Michigan State University,19th overall,1st round,Portland Trail Blazers,2001
1413,Sam Ranzino,1,1952,1952,1928-06-23,Gary,Indiana,North Carolina State University,8th overall,1st round,Rochester Royals,1951
1414,Jimmy Rayl,2,1968,1969,1941-06-21,Kokomo,Indiana,Indiana University,22nd overall,3rd round,Cincinnati Royals,1963
1415,Connie Rea,1,1954,1954,1931-01-27,Marion,Indiana,,,,,
1416,Ron Reed,2,1966,1967,1942-11-02,La Porte,Indiana,University of Notre Dame,20th overall,3rd round,Detroit Pistons,1965
1417,Jim Riffey,1,1951,1951,1923-12-14,Washington,Indiana,Tulane University,1950 NBA Draft,2nd roun,Fort Wayne Pistons,
1418,Bill Roberts,2,1949,1950,1925-03-13,Fort Wayne,Indiana,University of Wyoming,,,,
1419,Glenn Robinson,11,1995,2005,1973-01-10,Gary,Indiana,Purdue University,1st overall,1st round,Milwaukee Bucks,1994
1420,Glenn Robinson III,7,2015,2021,1994-01-08,Gary,Indiana,University of Michigan,40th overall,2nd round,Minnesota Timberwolves,2014
1421,Bob Royer,1,1950,1950,1927-10-15,nan,Indiana,Indiana State University,1949 BAA Draft,8th roun,Providence Steamrollers,
1422,Herm Schaefer,2,1949,1950,1918-12-20,Fort Wayne,Indiana,Indiana University,,,,
1423,Dave Schellhase,2,1967,1968,1944-10-14,Evansville,Indiana,Purdue University,10th overall,1st round,Chicago Bulls,1966
1424,Milt Schoon,2,1947,1950,1922-02-25,Gary,Indiana,Valparaiso University,,,,
1425,Carl Shaeffer,2,1950,1951,1924-10-25,Delphi,Indiana,University of Alabama,,,,
1426,Billy Shepherd,3,1973,1975,1949-11-18,Bedford,Indiana,Butler University,,,,
1427,Charley Shipp,1,1950,1950,1913-12-03,Indianapolis,Indiana,Catholic University of America,,,,
1428,Dexter Shouse,1,1990,1990,1963-03-24,Terre Haute,Indiana,University of South Alabama,92nd overall,4th round,Los Angeles Lakers,1985
1429,Jerry Sichting,10,1981,1990,1956-11-29,Martinsville,Indiana,Purdue University,82nd overall,4th round,Golden State Warriors,1979
1430,Scott Skiles,10,1987,1996,1964-03-05,LaPorte,Indiana,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986
1431,Chips Sobek,1,1950,1950,1920-02-10,Hammond,Indiana,University of Notre Dame,,,,
1432,Daniel Sparks,2,1969,1970,1945-04-17,Bloomington,Indiana,Weber State University,41st overall,4th round,Cincinnati Royals,1968
1433,Jim Springer,1,1949,1949,1926-06-17,Roachdale,Indiana,,,,,
1434,Ed Stanczak,2,1950,1951,1921-08-15,Fort Wayne,Indiana,,,,,
1435,Larry Steele,9,1972,1980,1949-05-05,Greencastle,Indiana,University of Kentucky,37th overall,3rd round,Portland Trail Blazers,1971
